Pair_Name,Ligand_ApprovedSymbol,Ligand_Name,Receptor_ApprovedSymbol,Receptor_Name,DLRP,HPMR,IUPHAR,HPRD,STRING_binding,STRING_experiment,HPMR_Ligand,HPMR_Receptor,PMID_Manual,Pair_Source,Pair_Evidence
INHBB_ACVR2A,Inhbb,"inhibin, beta B",Acvr2a,"activin A receptor, type IIA",DLRP,HPMR,,HPRD,,STRING.experiment,INHBB,ACVR2A,"",known,literature supported
INHBB_ACVR2B,Inhbb,"inhibin, beta B",Acvr2b,"activin A receptor, type IIB",DLRP,,,HPRD,,,INHBB,ACVR2B,"",known,literature supported
INHBC_ACVR1,Inhbc,"inhibin, beta C",Acvr1,"activin A receptor, type I",DLRP,,,HPRD,,,INHBC,ACVR1,"",known,literature supported
INHBC_ACVR1B,Inhbc,"inhibin, beta C",Acvr1b,"activin A receptor, type IB",DLRP,,,HPRD,,,INHBC,ACVR1B,"",known,literature supported
INHBC_ACVR2A,Inhbc,"inhibin, beta C",Acvr2a,"activin A receptor, type IIA",DLRP,,,HPRD,,,INHBC,ACVR2A,"",known,literature supported
INHBC_ACVR2B,Inhbc,"inhibin, beta C",Acvr2b,"activin A receptor, type IIB",DLRP,,,HPRD,,,INHBC,ACVR2B,"",known,literature supported
INSL3_RXFP2,Insl3,"insulin-like 3 (Leydig cell)",Rxfp2,"relaxin/insulin-like family peptide receptor 2",,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,INSL3,RXFP2,"",known,literature supported
INSL5_RXFP3,Insl5,"insulin-like 5",Rxfp3,"relaxin/insulin-like family peptide receptor 3",,,IUPHAR,,,,INSL5,RXFP3,"",known,literature supported
INSL5_RXFP4,Insl5,"insulin-like 5",Rxfp4,"relaxin/insulin-like family peptide receptor 4",,HPMR,IUPHAR,,,,INSL5,RXFP4,"",known,literature supported
INS_IGF1R,Ins2,"insulin",Igf1r,"insulin-like growth factor 1 receptor",,,,HPRD,,,INS,IGF1R,"",novel,literature supported
INS_INSR,Ins2,"insulin",Insr,"insulin receptor",DLRP,HPMR,IUPHAR,HPRD,,,INS,INSR,"",known,literature supported
INS_LRP2,Ins2,"insulin",Lrp2,"low density lipoprotein receptor-related protein 2",,,,HPRD,,,INS,LRP2,"",novel,literature supported
ITGB3BP_ITGB3,Itgb3bp,"integrin beta 3 binding protein (beta3-endonexin)",Itgb3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,,,HPRD,,,ITGB3BP,ITGB3,"",novel,literature supported
ITGB3BP_ITGB5,Itgb3bp,"integrin beta 3 binding protein (beta3-endonexin)",Itgb5,"integrin, beta 5",,,,HPRD,,,ITGB3BP,ITGB5,"",novel,literature supported
ITIH2_FCER1A,Itih2,"inter-alpha-trypsin inhibitor heavy chain 2",Fcer1a,"Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide",,,,HPRD,,,,,"",novel,literature supported
JAG1_NOTCH1,Jag1,"jagged 1",Notch1,"notch 1",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,JAG1,NOTCH1,"",known,literature supported
JAG1_NOTCH2,Jag1,"jagged 1",Notch2,"notch 2",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,JAG1,NOTCH2,"",known,literature supported
JAG1_NOTCH3,Jag1,"jagged 1",Notch3,"notch 3",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,JAG1,NOTCH3,"",known,literature supported
JAG1_NOTCH4,Jag1,"jagged 1",Notch4,"notch 4",DLRP,,,,STRING.binding,,JAG1,NOTCH4,"24563863",known,literature supported
JAG2_NOTCH1,Jag2,"jagged 2",Notch1,"notch 1",DLRP,HPMR,,HPRD,STRING.binding,,JAG2,NOTCH1,"",known,literature supported
JAG2_NOTCH2,Jag2,"jagged 2",Notch2,"notch 2",DLRP,,,HPRD,STRING.binding,,JAG2,NOTCH2,"",known,literature supported
JAG2_NOTCH3,Jag2,"jagged 2",Notch3,"notch 3",DLRP,HPMR,,HPRD,STRING.binding,,JAG2,NOTCH3,"",known,literature supported
KISS1_KISS1R,Kiss1,"KiSS-1 metastasis-suppressor",Kiss1r,"KISS1 receptor",,HPMR,IUPHAR,HPRD,STRING.binding,,KISS1,KISS1R,"",known,literature supported
KISS1_MMP24,Kiss1,"KiSS-1 metastasis-suppressor",Mmp24,"matrix metallopeptidase 24 (membrane-inserted)",,,,HPRD,,,KISS1,,"",novel,literature supported
KITLG_EPOR,Kitl,"KIT ligand",Epor,"erythropoietin receptor",,,,HPRD,STRING.binding,,KITLG,EPOR,"",novel,literature supported
KITLG_KIT,Kitl,"KIT ligand",Kit,"v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog",,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,KITLG,KIT,"",known,literature supported
L1CAM_CNTN1,L1cam,"L1 cell adhesion molecule",Cntn1,"contactin 1",,,,HPRD,STRING.binding,,L1CAM,CNTN1,"",novel,literature supported
L1CAM_EGFR,L1cam,"L1 cell adhesion molecule",Egfr,"epidermal growth factor receptor",,,,,STRING.binding,,L1CAM,EGFR,"14718570",novel,literature supported
L1CAM_ERBB2,L1cam,"L1 cell adhesion molecule",Erbb2,"v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2",,,,,STRING.binding,,L1CAM,ERBB2,"22815787",novel,literature supported
L1CAM_ERBB3,L1cam,"L1 cell adhesion molecule",Erbb3,"v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3",,,,,STRING.binding,,L1CAM,ERBB3,"22815787",novel,literature supported
L1CAM_ITGA5,L1cam,"L1 cell adhesion molecule",Itga5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",,,,HPRD,,,L1CAM,ITGA5,"",novel,literature supported
L1CAM_ITGAV,L1cam,"L1 cell adhesion molecule",Itgav,"integrin, alpha V",,,,HPRD,STRING.binding,,L1CAM,ITGAV,"",novel,literature supported
LAMA1_ITGA1,Lama1,"laminin, alpha 1",Itga1,"integrin, alpha 1",,,,HPRD,STRING.binding,,LAMA1,ITGA1,"",novel,literature supported
LAMA1_ITGA2,Lama1,"laminin, alpha 1",Itga2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",,,,HPRD,STRING.binding,,LAMA1,ITGA2,"",novel,literature supported
LAMA1_ITGA7,Lama1,"laminin, alpha 1",Itga7,"integrin, alpha 7",,HPMR,,,STRING.binding,,LAMA1,ITGA7,"",known,literature supported
LAMA1_ITGB1,Lama1,"laminin, alpha 1",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,HPMR,,HPRD,STRING.binding,,LAMA1,ITGB1,"",known,literature supported
LAMA1_ITGB8,Lama1,"laminin, alpha 1",Itgb8,"integrin, beta 8",,HPMR,,,,,LAMA1,ITGB8,"",known,literature supported
LAMA1_NT5E,Lama1,"laminin, alpha 1",Nt5e,"5'-nucleotidase, ecto (CD73)",,,,HPRD,,,LAMA1,,"",novel,literature supported
LAMA1_RPSA,Lama1,"laminin, alpha 1",Rpsa,"ribosomal protein SA",,HPMR,,,,,LAMA1,RPSA,"",known,literature supported
LAMA1_TMPRSS6,Lama1,"laminin, alpha 1",Tmprss6,"transmembrane protease, serine 6",,,,HPRD,,,LAMA1,,"",novel,literature supported
LAMA2_ITGA7,Lama2,"laminin, alpha 2",Itga7,"integrin, alpha 7",,HPMR,,,STRING.binding,,LAMA2,ITGA7,"",known,literature supported
LAMA2_ITGB1,Lama2,"laminin, alpha 2",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,HPMR,,,STRING.binding,,LAMA2,ITGB1,"",known,literature supported
LAMA2_RPSA,Lama2,"laminin, alpha 2",Rpsa,"ribosomal protein SA",,HPMR,,HPRD,,,LAMA2,RPSA,"",known,literature supported
LAMA3_SDC2,Lama3,"laminin, alpha 3",Sdc2,"syndecan 2",,,,HPRD,,,LAMA3,SDC2,"",novel,literature supported
LAMA5_BCAM,Lama5,"laminin, alpha 5",Bcam,"basal cell adhesion molecule (Lutheran blood group)",,,,HPRD,STRING.binding,STRING.experiment,LAMA5,,"",novel,literature supported
LAMB1_ITGA6,Lamb1,"laminin, beta 1",Itga6,"integrin, alpha 6",,HPMR,,,STRING.binding,,LAMB1,ITGA6,"",known,literature supported
LAMB1_ITGB1,Lamb1,"laminin, beta 1",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,HPMR,,,STRING.binding,,LAMB1,ITGB1,"",known,literature supported
LAMB2_RPSA,Lamb2,"laminin, beta 2 (laminin S)",Rpsa,"ribosomal protein SA",,HPMR,,,,,LAMB2,RPSA,"",known,literature supported
LAMC2_ITGA3,Lamc2,"laminin, gamma 2",Itga3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,HPMR,,,STRING.binding,,LAMC2,ITGA3,"",known,literature supported
LAMC2_ITGA6,Lamc2,"laminin, gamma 2",Itga6,"integrin, alpha 6",,HPMR,,,STRING.binding,,LAMC2,ITGA6,"",known,literature supported
LAMC2_ITGB1,Lamc2,"laminin, gamma 2",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,HPMR,,,STRING.binding,,LAMC2,ITGB1,"",known,literature supported
LAMC2_ITGB4,Lamc2,"laminin, gamma 2",Itgb4,"integrin, beta 4",,HPMR,,,STRING.binding,,LAMC2,ITGB4,"",known,literature supported
LCN2_LRP2,Lcn2,"lipocalin 2",Lrp2,"low density lipoprotein receptor-related protein 2",,,,HPRD,STRING.binding,,,LRP2,"",novel,literature supported
LEFTY2_ACVR2B,Lefty2,"left-right determination factor 2",Acvr2b,"activin A receptor, type IIB",,HPMR,,,,,LEFTY2,ACVR2B,"",known,literature supported
LEP_LEPR,Lep,"leptin",Lepr,"leptin receptor",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,LEP,LEPR,"",known,literature supported
LGALS3BP_ITGB1,Lgals3bp,"lectin, galactoside-binding, soluble, 3 binding protein",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,HPRD,,,,ITGB1,"",novel,literature supported
LHB_LHCGR,Lhb,"luteinizing hormone beta polypeptide",Lhcgr,"luteinizing hormone/choriogonadotropin receptor",,HPMR,IUPHAR,HPRD,STRING.binding,,LHB,LHCGR,"",known,literature supported
LIF_IL6ST,Lif,"leukemia inhibitory factor",Il6st,"interleukin 6 signal transducer (gp130, oncostatin M receptor)",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,LIF,IL6ST,"",known,literature supported
LIF_LIFR,Lif,"leukemia inhibitory factor",Lifr,"leukemia inhibitory factor receptor alpha",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,LIF,LIFR,"",known,literature supported
LIN7C_ABCA1,Lin7c,"lin-7 homolog C (C. elegans)",Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",,,,HPRD,,,,,"",novel,literature supported
LIN7C_HTR2C,Lin7c,"lin-7 homolog C (C. elegans)",Htr2c,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",,,,HPRD,,,,HTR2C,"",novel,literature supported
LIPC_LRP1,Lipc,"lipase, hepatic",Lrp1,"low density lipoprotein receptor-related protein 1",,,,HPRD,,,,LRP1,"",novel,literature supported
LIPH_LPAR1,Liph,"lipase, member H",Lpar1,"lysophosphatidic acid receptor 1",,HPMR,,,,,LIPH,EDG2,"",known,literature supported
LIPH_LPAR2,Liph,"lipase, member H",Lpar2,"lysophosphatidic acid receptor 2",,HPMR,,,,,LIPH,EDG4,"",known,literature supported
LIPH_LPAR4,Liph,"lipase, member H",Lpar4,"lysophosphatidic acid receptor 4",,HPMR,,,,,LIPH,GPR23,"",known,literature supported
LPL_LRP1,Lpl,"lipoprotein lipase",Lrp1,"low density lipoprotein receptor-related protein 1",,,,HPRD,STRING.binding,STRING.experiment,,LRP1,"",novel,literature supported
LPL_LRP2,Lpl,"lipoprotein lipase",Lrp2,"low density lipoprotein receptor-related protein 2",,,,HPRD,,,,LRP2,"",novel,literature supported
LPL_SDC1,Lpl,"lipoprotein lipase",Sdc1,"syndecan 1",,,,,STRING.binding,,,SDC1,"9294130",novel,literature supported
LPL_VLDLR,Lpl,"lipoprotein lipase",Vldlr,"very low density lipoprotein receptor",,,,HPRD,,,,VLDLR,"",novel,literature supported
LRP1B_PLAUR,Lrp1b,"low density lipoprotein receptor-related protein 1B",Plaur,"plasminogen activator, urokinase receptor",,,,HPRD,,,,PLAUR,"",novel,literature supported
LRPAP1_LDLR,Lrpap1,"low density lipoprotein receptor-related protein associated protein 1",Ldlr,"low density lipoprotein receptor",,,,HPRD,,,LRPAP1,LDLR,"",novel,literature supported
LRPAP1_LRP1,Lrpap1,"low density lipoprotein receptor-related protein associated protein 1",Lrp1,"low density lipoprotein receptor-related protein 1",,HPMR,,HPRD,,,LRPAP1,LRP1,"",known,literature supported
LRPAP1_LRP2,Lrpap1,"low density lipoprotein receptor-related protein associated protein 1",Lrp2,"low density lipoprotein receptor-related protein 2",,,,HPRD,,,LRPAP1,LRP2,"",novel,literature supported
LRPAP1_LRP8,Lrpap1,"low density lipoprotein receptor-related protein associated protein 1",Lrp8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",,,,HPRD,,,LRPAP1,LRP8,"",novel,literature supported
LRPAP1_SORL1,Lrpap1,"low density lipoprotein receptor-related protein associated protein 1",Sorl1,"sortilin-related receptor, L(DLR class) A repeats containing",,,,HPRD,,,LRPAP1,SORL1,"",novel,literature supported
LRPAP1_SORT1,Lrpap1,"low density lipoprotein receptor-related protein associated protein 1",Sort1,"sortilin 1",,,,HPRD,,,LRPAP1,SORT1,"",novel,literature supported
LRPAP1_VLDLR,Lrpap1,"low density lipoprotein receptor-related protein associated protein 1",Vldlr,"very low density lipoprotein receptor",,,,HPRD,,,LRPAP1,VLDLR,"",novel,literature supported
LTA_LTBR,Lta,"lymphotoxin alpha",Ltbr,"lymphotoxin beta receptor (TNFR superfamily, member 3)",DLRP,,,HPRD,,,LTA,LTBR,"",known,literature supported
LTA_TNFRSF14,Lta,"lymphotoxin alpha",Tnfrsf14,"tumor necrosis factor receptor superfamily, member 14",DLRP,,IUPHAR,HPRD,,,LTA,TNFRSF14,"",known,literature supported
LTA_TNFRSF1A,Lta,"lymphotoxin alpha",Tnfrsf1a,"tumor necrosis factor receptor superfamily, member 1A",DLRP,,IUPHAR,HPRD,STRING.binding,STRING.experiment,LTA,TNFRSF1A,"",known,literature supported
LTA_TNFRSF1B,Lta,"lymphotoxin alpha",Tnfrsf1b,"tumor necrosis factor receptor superfamily, member 1B",DLRP,,IUPHAR,HPRD,STRING.binding,,LTA,TNFRSF1B,"",known,literature supported
LTBP1_ITGB5,Ltbp1,"latent transforming growth factor beta binding protein 1",Itgb5,"integrin, beta 5",,,,HPRD,,,,ITGB5,"",novel,literature supported
LTBP3_ITGB5,Ltbp3,"latent transforming growth factor beta binding protein 3",Itgb5,"integrin, beta 5",,,,HPRD,,,,ITGB5,"",novel,literature supported
LTB_CD40,Ltb,"lymphotoxin beta (TNF superfamily, member 3)",Cd40,"CD40 molecule, TNF receptor superfamily member 5",,HPMR,,,,,LTB,CD40,"",known,literature supported
LTB_LTBR,Ltb,"lymphotoxin beta (TNF superfamily, member 3)",Ltbr,"lymphotoxin beta receptor (TNFR superfamily, member 3)",DLRP,HPMR,,HPRD,,,LTB,LTBR,"",known,literature supported
LTB_TNFRSF1A,Ltb,"lymphotoxin beta (TNF superfamily, member 3)",Tnfrsf1a,"tumor necrosis factor receptor superfamily, member 1A",,,,HPRD,,,LTB,TNFRSF1A,"",novel,literature supported
LTF_LRP1,Ltf,"lactotransferrin",Lrp1,"low density lipoprotein receptor-related protein 1",,HPMR,,HPRD,,,LTF,LRP1,"",known,literature supported
LTF_LRP11,Ltf,"lactotransferrin",Lrp11,"low density lipoprotein receptor-related protein 11",,HPMR,,,,,LTF,LRP11,"",known,literature supported
LY86_CD180,Ly86,"lymphocyte antigen 86",Cd180,"CD180 molecule",,,,HPRD,STRING.binding,STRING.experiment,,,"",novel,literature supported
MATN1_ITGA1,Matn1,"matrilin 1, cartilage matrix protein",Itga1,"integrin, alpha 1",,,,HPRD,,,,ITGA1,"",novel,literature supported
MATN1_ITGB1,Matn1,"matrilin 1, cartilage matrix protein",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,,,"10196235",novel,literature supported
MBL2_CALCR,Mbl2,"mannose-binding lectin (protein C) 2, soluble",Calcr,"calcitonin receptor",,,,HPRD,,,,CALCR,"",novel,literature supported
MBL2_CD93,Mbl2,"mannose-binding lectin (protein C) 2, soluble",Cd93,"CD93 molecule",,,,HPRD,,,,CD93,"",novel,literature supported
MDK_ALK,Mdk,"midkine (neurite growth-promoting factor 2)",Alk,"anaplastic lymphoma receptor tyrosine kinase",,HPMR,,HPRD,,,MDK,ALK,"",known,literature supported
MDK_LRP1,Mdk,"midkine (neurite growth-promoting factor 2)",Lrp1,"low density lipoprotein receptor-related protein 1",,,,HPRD,,,MDK,LRP1,"",novel,literature supported
MDK_LRP2,Mdk,"midkine (neurite growth-promoting factor 2)",Lrp2,"low density lipoprotein receptor-related protein 2",,,,HPRD,,,MDK,LRP2,"",novel,literature supported
MDK_PTPRZ1,Mdk,"midkine (neurite growth-promoting factor 2)",Ptprz1,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1",DLRP,,,HPRD,,,MDK,PTPRZ1,"",known,literature supported
MDK_SDC1,Mdk,"midkine (neurite growth-promoting factor 2)",Sdc1,"syndecan 1",,,,HPRD,,,MDK,SDC1,"",novel,literature supported
MDK_SDC3,Mdk,"midkine (neurite growth-promoting factor 2)",Sdc3,"syndecan 3",,,,HPRD,,,MDK,SDC3,"",novel,literature supported
MDK_SDC4,Mdk,"midkine (neurite growth-promoting factor 2)",Sdc4,"syndecan 4",,,,HPRD,STRING.binding,,MDK,SDC4,"",novel,literature supported
MDK_TSPAN1,Mdk,"midkine (neurite growth-promoting factor 2)",Tspan1,"tetraspanin 1",,,,HPRD,,,MDK,TSPAN1,"",novel,literature supported
MEPE_PHEX,Mepe,"matrix extracellular phosphoglycoprotein",Phex,"phosphate regulating endopeptidase homolog, X-linked",,,,,STRING.binding,,,,"15664000",novel,literature supported
MFAP2_NOTCH1,Mfap2,"microfibrillar-associated protein 2",Notch1,"notch 1",,,,,STRING.binding,,,NOTCH1,"16492672",novel,literature supported
MFAP5_NOTCH1,Mfap5,"microfibrillar associated protein 5",Notch1,"notch 1",,,,,STRING.binding,,,NOTCH1,"16492672",novel,literature supported
MFGE8_ITGAV,Mfge8,"milk fat globule-EGF factor 8 protein",Itgav,"integrin, alpha V",,,,,STRING.binding,,,ITGAV,"24441829",novel,literature supported
MFGE8_ITGB3,Mfge8,"milk fat globule-EGF factor 8 protein",Itgb3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,,,,,,,,"24441829",novel,literature supported
MFGE8_PDGFRB,Mfge8,"milk fat globule-EGF factor 8 protein",Pdgfrb,"platelet-derived growth factor receptor, beta polypeptide",,,,,,,,,"21868707",novel,literature supported
MFNG_NOTCH1,Mfng,"MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase",Notch1,"notch 1",,,,HPRD,,,,NOTCH1,"",novel,literature supported
MFNG_NOTCH2,Mfng,"MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase",Notch2,"notch 2",,,,HPRD,,,,NOTCH2,"",novel,literature supported
MIA_CDH7,Mia,"melanoma inhibitory activity",Cdh7,"cadherin 7, type 2",,,,,STRING.binding,,,,"19200257",novel,literature supported
MMP12_PLAUR,Mmp12,"matrix metallopeptidase 12 (macrophage elastase)",Plaur,"plasminogen activator, urokinase receptor",,,,HPRD,,,,PLAUR,"",novel,literature supported
MMP13_LRP1,Mmp13,"matrix metallopeptidase 13 (collagenase 3)",Lrp1,"low density lipoprotein receptor-related protein 1",,HPMR,,HPRD,,,MMP13,LRP1,"",known,literature supported
MMP1_CD44,Mmp1a,"matrix metallopeptidase 1 (interstitial collagenase)",Cd44,"CD44 molecule (Indian blood group)",,,,HPRD,,,,CD44,"",novel,literature supported
MMP1_ITGA2,Mmp1a,"matrix metallopeptidase 1 (interstitial collagenase)",Itga2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",,,,HPRD,STRING.binding,STRING.experiment,,ITGA2,"",novel,literature supported
MMP2_SDC2,Mmp2,"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",Sdc2,"syndecan 2",,,,,,,,,"17623663",novel,literature supported
MMP7_CD151,Mmp7,"matrix metallopeptidase 7 (matrilysin, uterine)",Cd151,"CD151 molecule (Raph blood group)",,,,HPRD,STRING.binding,,,CD151,"",novel,literature supported
MMP7_CD44,Mmp7,"matrix metallopeptidase 7 (matrilysin, uterine)",Cd44,"CD44 molecule (Indian blood group)",,,,HPRD,STRING.binding,,,CD44,"",novel,literature supported
MMP7_ERBB4,Mmp7,"matrix metallopeptidase 7 (matrilysin, uterine)",Erbb4,"v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4",,,,,STRING.binding,,,ERBB4,"17638887",novel,literature supported
MMP9_CD44,Mmp9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",Cd44,"CD44 molecule (Indian blood group)",,,,HPRD,STRING.binding,,MMP9,CD44,"",novel,literature supported
MMP9_EPHB2,Mmp9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",Ephb2,"EPH receptor B2",,,,HPRD,,,MMP9,EPHB2,"",novel,literature supported
MMP9_LRP1,Mmp9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",Lrp1,"low density lipoprotein receptor-related protein 1",,HPMR,,,,,MMP9,LRP1,"",known,literature supported
MST1_MST1R,Mst1,"macrophage stimulating 1 (hepatocyte growth factor-like)",Mst1r,"macrophage stimulating 1 receptor (c-met-related tyrosine kinase)",DLRP,HPMR,IUPHAR,HPRD,,,MST1,MST1R,"",known,literature supported
MSTN_ACVR2B,Mstn,"myostatin",Acvr2b,"activin A receptor, type IIB",,,,HPRD,,,GDF8,ACVR2B,"",novel,literature supported
MUC2_AGR2,Muc2,"mucin 2, oligomeric mucus/gel-forming",Agr2,"anterior gradient 2",,,,,STRING.binding,,MUC2,AGR2,"19359471",novel,literature supported
MYOC_FZD1,Myoc,"myocilin, trabecular meshwork inducible glucocorticoid response",Fzd1,"frizzled class receptor 1",,,,,,,,,"19188438",novel,literature supported
MYOC_FZD10,Myoc,"myocilin, trabecular meshwork inducible glucocorticoid response",Fzd10,"frizzled class receptor 10",,,,,,,,,"19188438",novel,literature supported
MYOC_FZD3,Myoc,"myocilin, trabecular meshwork inducible glucocorticoid response",Fzd3,"frizzled class receptor 3",,,,,,,,,"19188438",novel,literature supported
MYOC_FZD4,Myoc,"myocilin, trabecular meshwork inducible glucocorticoid response",Fzd4,"frizzled class receptor 4",,,,,,,,,"19188438",novel,literature supported
MYOC_FZD7,Myoc,"myocilin, trabecular meshwork inducible glucocorticoid response",Fzd7,"frizzled class receptor 7",,,,,,,,,"19188438",novel,literature supported
NAMPT_INSR,Nampt,"nicotinamide phosphoribosyltransferase",Insr,"insulin receptor",,HPMR,,,,,PBEF1,INSR,"",known,literature supported
NCAM1_FGFR1,Ncam1,"neural cell adhesion molecule 1",Fgfr1,"fibroblast growth factor receptor 1",,,,HPRD,STRING.binding,,NCAM1,FGFR1,"",novel,literature supported
NCAM1_GFRA1,Ncam1,"neural cell adhesion molecule 1",Gfra1,"GDNF family receptor alpha 1",,,,HPRD,STRING.binding,,NCAM1,GFRA1,"",novel,literature supported
NCAM1_ROBO1,Ncam1,"neural cell adhesion molecule 1",Robo1,"roundabout, axon guidance receptor, homolog 1 (Drosophila)",,HPMR,,,,,NCAM1,ROBO1,"",known,literature supported
